904	346
904	10686
904	15948
904	7348
904	7925
904	14835
904	1386
904	11155
904	16882
904	14306
904	14861
904	843
904	6160
904	14007
904	18114
904	4413
904	8109
904	6597
904	15472
904	11446
904	1039
904	4743
904	5717
904	13964
904	2315
904	10722
904	5840
904	1089
904	3770
904	10149
904	10568
904	17749
904	4593
904	17331
904	1824
904	17712
904	4213
904	13459
904	13655
904	12562
904	16364
904	982
904	6711
904	12494
904	11004
904	14160
904	7361
904	1219
904	11034
904	18669
904	6054
904	8329
904	11240
904	9916
904	2214
904	1185
904	3421
904	4179
904	1529
904	11235
904	12966
904	2840
904	5091
904	15328
904	5348
904	14772
904	7413
904	2383
904	6958
904	7345
904	10291
904	14023
904	7373
904	6955
904	10565
904	10355
904	10589
904	13973
904	17276
904	567
904	16613
904	7751
904	12403
904	7299
904	14662
904	7294
904	3170
904	17904
904	13643
904	12240
904	5960
904	14788
904	7750
904	15289
904	6513
904	7655
904	14948
904	1080
904	10180
904	16371
904	17672
904	17174
904	16581
904	1336
904	17205
904	2992
904	15186
904	2419
904	16025
904	7363
904	6584
904	12795
904	8828
904	3395
904	3771
904	5610
904	7030
904	5169
904	1224
904	10450
904	3450
904	17085
904	14818
904	18140
904	17552
904	11262
904	1074
904	14278
904	4955
904	18892
904	9904
904	5544
904	14418
904	14500
904	1075
904	12897
904	7448
904	2900
904	4245
904	6314
904	12173
904	8423
904	13869
904	13243
904	7328
904	4069
904	3761
904	7334
904	13258
904	16378
904	15453
904	7510
904	12487
904	7479
904	7016
904	18382
904	12898
904	12087
904	13342
904	16960
904	9886
904	16879
904	15946
904	9811
904	16453
904	6231
904	13938
904	12425
904	10054
904	13560
904	12725
904	4375
904	12414
904	6629
904	6995
904	2798
904	6687
904	10649
904	1213
904	7792
904	4825
904	16948
904	10562
904	16352
904	15454
904	4737
904	212
904	6806
904	3116
904	17079
904	141
904	11993
904	14725
904	15268
904	1153
904	543
904	189
904	9060
904	4258
904	6037
904	8429
904	7370
904	18233
904	14695
904	14440
904	8425
904	7352
904	8518
904	18327
904	14316
904	2966
904	14088
904	6298
904	155
904	10908
904	3043
904	5468
904	15083
904	18278
904	5063
904	7989
904	17826
904	14888
904	10905
904	18061
904	7286
904	13832
904	16013
904	285
904	513
904	7247
904	7507
904	8554
904	6651
904	14807
904	14520
904	1525
904	17628
904	9041
904	512
904	18966
904	9594
904	3018
904	10540
904	4237
904	13845
904	532
904	10572
904	15283
904	5726
904	3974
904	1149
904	2899
904	715
904	7349
904	18498
904	6077
904	11244
904	357
904	585
904	16531
904	12083
904	6265
904	14277
904	7538
904	18826
904	7346
904	8347
904	4603
904	16456
904	1528
904	12810
904	4890
904	13713
904	5347
904	7154
904	8705
904	15330
904	14501
904	7359
904	7330
904	18257
904	18258
904	13367
904	4248
904	13382
904	8417
904	7046
904	2999
904	11078
904	4127
904	7633
904	5012
904	16210
904	3798
904	4324
904	10131
904	7700
904	12485
904	978
904	17577
904	9734
904	1759
904	16376
904	13703
904	16740
904	581
904	10097
904	10571
904	7374
904	15203
904	16196
904	10077
904	15444
904	17851
904	6841
904	10567
904	8835
904	18477
904	12238
904	4112
904	7962
904	15004
904	17198
904	7371
904	7360
904	14296
904	17536
904	17718
904	4496
904	10596
904	7592
904	3420
904	1999
904	301
904	3198
904	7303
904	860
904	17078
904	25
904	7443
904	4490
904	5925
904	7107
904	12836
904	4667
904	7988
904	16165
904	17308
904	1526
904	16263
904	4260
904	8559
904	11465
904	6722
904	5869
904	5416
904	17480
904	7148
904	16820
904	1488
904	13219
904	15918
904	12360
904	11183
904	7243
904	1458
904	5621
904	16248
904	14272
904	17846
904	453
904	11491
904	18558
904	9046
904	12057
904	5467
904	5160
904	16324
904	988
904	10514
904	14719
904	1251
904	10566
904	12248
904	4278
904	12335
904	5109
904	8478
904	3878
904	15296
904	7562
904	18166
904	7331
904	9038
904	19150
904	1390
904	7006
904	12063
904	7258
904	7977
904	6732
904	5586
904	712
904	12840
904	15518
904	11488
904	7365
904	17755
904	7261
904	16390
904	12433
904	13807
904	12946
904	2418
904	7436
904	106
904	17783
904	16417
904	7336
904	10042
904	10499
904	16662
904	17845
904	13426
904	3973
904	6536
904	11462
904	5521
904	6525
904	12169
904	3378
904	10497
904	17779
904	3430
904	7105
904	2993
904	16457
904	2271
904	754
904	2816
904	5382
904	17323
904	7578
904	6576
904	9583
904	3889
904	3263
904	5037
904	13702
904	12509
904	16009
904	273
904	15269
904	6174
904	180
904	5353
904	15992
904	15987
904	16191
904	17818
904	8247
904	11301
904	4990
