A1BG	0.583164371946	0.599097384404	0.620126296596	0.60377819837	0.592870715005	0.61945357907	0.647397937891
A1CF	0.382248966113	0.661614839569	0.6152050302	0.777697106207	0.580176011442	0.567450259306	0.831040688464
A2BP1	0.288451475562	0.466903931971	0.452614727652	0.49640639468	0.331014208889	0.138887032775	0.631905001868
A2LD1	0.751570374791	0.675883357016	0.75055001761	0.742795795418	0.826754505222	0.879859232835	0.78952087172
A2M	0.693277374593	0.679549623829	0.769521257789	0.766098574251	0.796621818877	0.63102801256	0.845183641496
A2ML1	0.830199896632	0.831663315604	0.864213634234	0.740928403934	0.847694865242	0.537790879153	0.841440091182
A4GALT	0.556191637979	0.515867595983	0.551490222402	0.474441640451	0.510609444893	0.539408135027	0.577500944866
A4GNT	0.592587142802	0.692195100125	0.715622630849	0.644528968117	0.678708106159	0.515959160698	0.685574093212
AAA1	0.457758971227	0.823822215284	0.810787670932	0.686585293382	0.802268088774	0.685036964024	0.81873844192
AAAS	0.0525049270094	0.0603697905226	0.102246949847	0.0769141487632	0.108175999043	0.0639383281356	0.0687317199573
AACS	0.731611597023	0.745232137137	0.735890346964	0.719622607561	0.741419081284	0.687742708677	0.742857301471
AACSL	0.897569190428	0.903962509446	0.888387414003	0.840327580545	0.816546924043	0.898504900821	0.854390887827
AADAC	0.880327862114	0.89674637461	0.892411615448	0.881577135955	0.893366339682	0.887672098474	0.901666511616
AADACL2	0.897509015841	0.913202353134	0.924101769164	0.889250437007	0.860025663821	0.888782741171	0.843566529621
AADACL3	0.772066359313	0.889695638842	0.869481955125	0.787072291364	0.756113021813	0.714803702434	0.851614724447
AADACL4	0.70373206219	0.742792556406	0.743427681364	0.727336564729	0.707908768185	0.645940351991	0.726323211182
AADAT	0.0540581806065	0.0493598332681	0.151095692553	0.0877246518459	0.224787400922	0.04101229207	0.143381571825
AAGAB	0.169645041596	0.172008618272	0.194126967984	0.183730263905	0.199752140087	0.168644252945	0.184158052921
AAK1	0.460957437814	0.468630655387	0.497579306948	0.50259633606	0.500637066603	0.463852014635	0.501159053765
AAMP	0.156709191419	0.146270121857	0.174074503467	0.163930678948	0.194728979536	0.140698395723	0.170031631574
AANAT	0.384952728438	0.360633114269	0.410047444938	0.378710570074	0.437825605108	0.28410551493	0.403017204516
AARS	0.388913348052	0.392691928017	0.414103099085	0.379255253029	0.39571410912	0.290178043206	0.397255080659
AARS2	0.311756384439	0.336993381199	0.341256346543	0.321925670276	0.335348118869	0.247092642405	0.352706891643
AARSD1	0.124813677464	0.142921615701	0.186135347879	0.167474565647	0.187867763986	0.202006038358	0.175500702538
AASDH	0.121012310033	0.123353383654	0.149884641592	0.128027265624	0.15527553804	0.121539230132	0.123908790893
AASDHPPT	0.0434054657782	0.0393066691795	0.0725377125741	0.0454007187348	0.0754791514913	0.0421096293902	0.0473637941275
AASS	0.323653234708	0.330297299815	0.365565633054	0.41653898472	0.377394591088	0.300095035946	0.390979778377
AATF	0.376783439945	0.408403228922	0.424663097401	0.420478997767	0.440408665102	0.342264115939	0.426936243364
AATK	0.820411379041	0.734121417782	0.780852887548	0.761305664643	0.836574169298	0.726804622494	0.785169731446
ABAT	0.604902726769	0.593640724109	0.638082728712	0.545406166837	0.64523203907	0.252854902292	0.634874041253
ABCA1	0.506307213231	0.509238700694	0.61521091896	0.476377322946	0.569291411996	0.498272554594	0.548556334422
ABCA10	0.383710247596	0.377454380896	0.576312526037	0.51622309218	0.482688998232	0.271447492966	0.507317500777
ABCA11P	0.123767594204	0.127818329208	0.162929251571	0.141315560045	0.149969394011	0.235408171667	0.143547607711
ABCA12	0.811199707839	0.842477224912	0.788252617483	0.763174559033	0.825758787071	0.615758792683	0.841632866618
ABCA13	0.626801346586	0.775655572723	0.727519712382	0.848520316181	0.626082767254	0.599640610689	0.8951074129
ABCA17P	0.342785529279	0.491891401474	0.479450808635	0.455609765773	0.477981552305	0.397705658393	0.468881471722
ABCA2	0.7597798491	0.744435024256	0.749222065146	0.740615163795	0.774049977287	0.701186367366	0.769786077246
ABCA3	0.800379763003	0.809482610952	0.808270582961	0.804078729791	0.815098831118	0.649440054734	0.80899432867
ABCA4	0.751377090752	0.788638601836	0.75986810365	0.733814972741	0.782704731761	0.723286434094	0.797148071489
ABCA5	0.148709152699	0.164541886452	0.242690804889	0.180980877387	0.240941230019	0.125942110962	0.217649113561
ABCA6	0.326580831532	0.545801984569	0.499134043211	0.41607957194	0.269388067101	0.181021460644	0.66236973436
ABCA7	0.518027112054	0.557179776446	0.57843409302	0.556902207051	0.564457267971	0.496229223023	0.58311945156
ABCA8	0.376641736555	0.520141235111	0.633200713009	0.563429891208	0.43742996113	0.675355397979	0.793031557122
ABCA9	0.371255656596	0.480315762721	0.485091907582	0.419509583509	0.289180302191	0.343976055673	0.735419605527
ABCB1	0.213310921497	0.25399317322	0.299773772458	0.426658353169	0.313557580724	0.256436442381	0.384291516735
ABCB10	0.23833410346	0.228204473148	0.242742458983	0.215619323657	0.236986540077	0.169795781073	0.211376718598
ABCB11	0.745804630428	0.844259103577	0.746123616799	0.79088240177	0.78255296077	0.647561006397	0.882052234706
