197.0897	237.3844	423.2366	191.0178	268.8809	203.7718	211.2958	314.1841	49.1992	142.2976	192.8194	326.0194	168.8309	180.3235	128.455	226.7801	86.6436	307.4937	87.5786	293.0874	36.7749	917.3011	183.4905	108.75	114.2345	209.6278	65.4994	300.8495	147.362	145.3195	42.9089	181.7096	296.5535	104.6924	49.4566	304.6517	372.1046	129.7972	682.1046	292.9672	259.4858	104.2612	142.6219	111.8207	84.9884	210.3499	346.5	20.5931	119.7222	25.0564	83.4274	154.8653	54.1193	247.1042	78.5151	231.2494	27.3575	67.4286	130.5099	130.52	148.916	66.7193	189.0577	119.3827	104.8042	109.2332	159.2768	110.0256	24.0422	61.9204	238.3136	259.5231	60.6525	500.3477	211.0946	234.8853	94.7789	169.3894	98.7391	146.4579	134.0301	176.711	38.924	71.9377	90.3379	137.3524	42.7177	111.3007	111.6874	46.6249	153.3302	115.6844	14.8505	203.9266	134.7166	139.2932	14.7839	76.8071	117.4683	143.2361
0	0	0.9066	0	0.4255	0	0	0.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3622	0	1.0391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2874	0.4036	0	0	0	0.9417	0	0	0	0	0	0	0	0.4145	0	0	0	0	0	0	0	1.0977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3169	0	0	0	0	0	0	0	0	0	0.3043	0.5934	0	0	0	0	0.8222	0	0
0	0	0	0	3.8298	0.5866	0	0.523	4.505	0.3308	0	0.4284	4.32	0.3612	0.5886	0	0	0.3157	0	0	0	0	0	0	0	0	0.6955	0	0	0	0	2.6765	0.404	1.8532	0	0.4178	0.6702	0	0.4459	0.9229	0.4181	0	0.2865	0	0	0	0.4762	0	0	0	0	0	0	0	0	0.9967	0	0	0.3715	5.9588	0	1.0526	0.3542	0.8757	0	0	2.5829	0.2813	1.3162	0.6423	0	0	0	0	0	0	0.3647	0.6046	0.5777	0	0.3221	0	0.2657	9.1879	2.4834	0	0	0	7.0473	0	0	0.913	0.2967	0.8124	0.4137	0.3287	0	0	2.0013	0.9332
102.9634	70.8646	161.2602	62.5072	154.3702	111.5354	101.9723	233.6192	37.8962	66.863	70.9305	161.3454	115.6368	130.3942	52.8399	130.941	404.179	102.7241	67.9763	101.9611	64.2941	46.4629	127.3138	88.6515	108.3918	67.5251	76.234	43.5693	80.5174	93.4108	59.6738	139.545	74.1859	92.8317	30.645	95.8413	95.2011	14.4493	99.0257	114.9654	77.9181	49.4807	92.4681	25.1703	61.015	68.7293	91.8333	27.2405	33.2384	103.1713	112.178	31.2201	35.3338	102.0186	74.1643	126.1297	155.4197	77.7471	84.9819	21.403	146.54	69.8667	93.4042	117.4343	165.7995	111.0298	99.5136	98.3006	56.2141	106.4194	94.2997	265.3716	100.7466	96.9104	111.9462	96.7984	79.8322	69.3349	47.5251	24.9345	85.469	13.6058	61.7827	68.8532	95.9752	75.0298	50.7608	67.6553	38.8564	100.5769	29.8105	29.001	38.3918	100.0636	93.5623	85.0888	48.6867	42.3953	65.7038	76.7582
1.3786	4.3502	0	1.6549	3.4043	1.1732	4.075	0	3.1535	7.609	0.9872	3.4272	1.8	1.4446	5.0029	0.7316	24.8976	0.3157	0	22.7097	853.703	2.0171	0.3962	1645.7469	2293.4825	0.3622	13868.3822	681.1274	1.6297	123.1933	9.0114	0	1.2121	35.9526	949.8096	11.6971	0.6702	1.0719	1.3376	2.3073	70.2341	3.0546	10.0285	60.3535	1100.5953	6.1387	3.3333	4.5305	4.2378	0.7392	8.0606	1.065	0.7102	0.3302	4.3042	0	13.6788	0	3.7151	0.2709	85.029	1.0526	3.5423	0.8757	145.6275	1074.9652	3.0133	14.9094	17.5491	870.5845	0.3484	364.9994	149.0656	350.4235	0.3125	2.9283	3.6473	0.6046	249.8736	1.139	2.2546	41.1914	0.2657	6.8909	171.3525	3.2797	1414.1579	27.8134	1.2813	4258.4396	58.7958	0.6087	1.1869	0	0.4137	0.6575	15760.5663	0	3.002	1.5553
5798.3746	7571.9793	8840.3989	10960.2193	9585.4426	12331.3213	15406.6259	3182.4843	31626.949	23793.4927	15728.487	15583.9901	12472.9871	13997.8602	9816.8923	22113.9168	4190.3561	8960.5082	11373.9288	4093.8532	5247.5812	11055.5643	9829.9525	9295.5861	12783.2086	7431.6544	12571.4787	43495.8514	9638.9733	23021.8992	8776.372	11703.5162	12481.1556	22888.017	7966.7244	32157.4559	23372.5938	7535.0925	21704.0776	3978.2187	7769.5192	34667.9763	18427.9301	5799.6206	15562.0624	8566.4273	19196.0667	112471.0008	6574.5733	38218.3737	5507.2997	11121.9252	9215.8558	25797.8353	19807.2202	26180.3241	11143.171	8850.8124	34423.2748	5395.7124	8135.3313	9767.3298	22170.2763	14928.5814	7711.2697	15288.1531	21885.9105	11888.9477	10045.5201	8937.6622	20971.3937	5344.5312	17260.878	13834.9889	11309.6054	20588.0527	26669.8167	13630.257	17738.9788	10359.5159	19063.2676	4878.8657	16820.6509	8364.2034	7187.8563	17976.3506	3310.415	29446.7761	29807.8225	3236.0312	14784.6753	13477.5044	9560.632	18032.0574	13555.602	16639.6746	15342.1181	9064.7208	27013.2488	21673.6962
68.2424	157.6944	573.8894	506.4129	342.1277	370.1422	263.2437	411.6109	337.4254	377.14	266.2279	441.2557	619.5662	348.5123	267.5103	670.5075	79.7353	298.9268	583.3868	37.0384	775.6293	87.9476	718.3043	150.4149	439.2595	299.9185	124.837	247.8244	174.3736	332.838	83.9867	487.1194	301.8182	451.8162	131.0719	682.1932	813.0027	157.9276	856.9836	270.4199	214.4649	475.3723	391.1099	165.541	178.7912	4227.7471	519.5238	62.603	73.9258	124.9307	265.033	1158.1747	111.8608	407.8499	254.6628	894.6851	124.3523	39.7791	420.1728	121.8852	218.9299	165.9649	227.0634	507.8809	175.2653	557.3735	128.7129	380.8924	200.0594	297.6879	247.0383	178.2403	352.8136	168.0785	338.4639	463.6408	870.9766	235.792	513.9019	455.5809	408.7286	70.6591	75.186	87.9409	376.408	618.6643	237.5915	263.3247	179.3866	322.4752	254.0624	62.3906	53.1118	249.4076	280.513	128.8626	120.679	119.493	242.495	265.6379
8.6165	0.5438	0	0	0.4255	4.1062	0.815	3.6611	0.901	0.6616	0	0.8568	0.72	1.0835	1.4715	0	0.6303	1.2626	0	1.0814	2.189	0	2.3772	0	1.5426	1.4489	0	0	1.2222	0.5403	2.5232	0	0.404	0.3706	0.923	0.4178	1.3405	0	0	0.9229	1.6722	0	0.5731	0	0	0	2.8571	0.8237	0	0.3696	1.2897	0.7987	0	1.321	0.3587	1.9934	0	0.3014	1.8575	0	0.3973	1.7544	0	0	1.0977	0.8555	0	0.8439	0	0.3211	0	0.6553	0.3745	0	1.5626	0	0	0.9069	0.8666	0	0.9663	0.6337	0	0	0.7095	1.7889	0	1.0836	2.2423	0.8835	0	0.3043	1.1869	0.2708	0.4137	2.3011	0.8247	0.2741	0.6671	0.3111
0.3447	0	0	0	0.4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2889	0.5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2749	0	0	0
649.3372	887.9826	723.4814	776.9963	819.1489	954.3921	791.361	873.431	711.7919	527.3344	636.4459	1005.4632	718.9272	524.0324	623.0135	506.9959	1015.1276	410.9848	635.3432	573.6899	722.7289	540.9985	811.4105	813.278	635.1716	837.0914	372.4246	676.4515	865.7568	573.2811	1016.1305	652.3921	930.9091	434.7665	515.9802	672.1671	932.9759	956.8557	1097.3136	1030.4569	560.6187	686.1397	687.0927	733.1513	636.0609	800.4911	689.5238	763.5914	787.2866	744.0399	754.7961	694.6386	647.017	627.4613	502.5108	754.8179	772.6425	584.3314	609.6406	911.9718	775.1946	887.7193	550.8324	644.4834	743.1394	542.4019	746.879	777.2567	1058.6479	688.8247	709.0592	475.7443	626.2254	619.2599	556.9185	570.0342	794.3831	600.6651	610.096	584.8519	536.2751	498.0989	206.4293	487.2847	730.1109	586.4639	477.6241	514.007	610.555	487.983	606.5673	546.6028	906.7577	689.4591	524.2036	717.2913	547.3163	606.5091	681.7879	448.5362
